total_return,sharpe_ratio,max_drawdown,total_trades,win_rate,final_value,entry_period,exit_period,atr_period,atr_multiplier,risk_percent
84.62360383364216,0.13548330609602768,21.47143286978596,322,48.75776397515528,18462360.383364215,20,10,20,3.5,2.5
84.62360383364216,0.13548330609602768,21.47143286978596,322,48.75776397515528,18462360.383364215,20,10,20,3.5,3.0
86.51432057231125,0.1292537566754228,22.947698770686916,313,46.325878594249204,18651432.057231124,20,10,20,4.0,1.0
75.31492265391562,0.1054687578285165,23.43946233444463,313,46.325878594249204,17531492.265391562,20,10,20,4.0,1.5
71.61610656316526,0.09674910652706509,23.43946233444463,313,46.325878594249204,17161610.656316526,20,10,20,4.0,2.0
71.5494072397333,0.09659019735490099,23.43946233444463,313,46.325878594249204,17154940.72397333,20,10,20,4.0,2.5
71.5494072397333,0.09659019735490099,23.43946233444463,313,46.325878594249204,17154940.72397333,20,10,20,4.0,3.0
119.58607341661505,0.17928897150338594,28.01407568711788,295,43.050847457627114,21958607.341661505,20,10,20,5.0,1.0
107.54369684101108,0.1603787122802695,27.957295731935286,295,43.050847457627114,20754369.68410111,20,10,20,5.0,1.5
103.14917314991013,0.1527048210170277,27.957295731935286,295,43.050847457627114,20314917.314991012,20,10,20,5.0,2.0
103.06123612237144,0.15255178734381697,27.957295731935286,295,43.050847457627114,20306123.612237144,20,10,20,5.0,2.5
103.06123612237144,0.15255178734381697,27.957295731935286,295,43.050847457627114,20306123.612237144,20,10,20,5.0,3.0
74.17757115030281,0.10420559607096422,21.751393576821055,396,57.57575757575758,17417757.11503028,20,10,25,2.0,1.0
71.62300125949756,0.09741123003630758,22.27171018479437,396,57.57575757575758,17162300.125949755,20,10,25,2.0,1.5
69.90005209288492,0.09319408726691025,22.27171018479437,396,57.57575757575758,16990005.209288493,20,10,25,2.0,2.0
69.87316322026562,0.0931272894216322,22.27171018479437,396,57.57575757575758,16987316.322026562,20,10,25,2.0,2.5
69.87316322026562,0.0931272894216322,22.27171018479437,396,57.57575757575758,16987316.322026562,20,10,25,2.0,3.0
50.76678207109532,0.04476776295522056,25.464695127905518,373,54.42359249329759,15076678.207109531,20,10,25,2.5,1.0
45.558255941121224,0.0315120346713164,27.468727131201103,373,54.42359249329759,14555825.594112122,20,10,25,2.5,1.5
44.23348315930801,0.02807788104353438,28.129592493477688,373,54.42359249329759,14423348.3159308,20,10,25,2.5,2.0
44.21046530269429,0.028018902978239415,28.141725476233923,373,54.42359249329759,14421046.53026943,20,10,25,2.5,2.5
44.21046530269429,0.028018902978239415,28.141725476233923,373,54.42359249329759,14421046.53026943,20,10,25,2.5,3.0
133.84449059873558,0.21633774043203097,20.009733241763797,340,53.8235294117647,23384449.05987356,20,10,25,3.0,1.0
126.91242774611379,0.20225597475002224,22.299147180653968,340,53.8235294117647,22691242.77461138,20,10,25,3.0,1.5
123.04090890313017,0.1952401245584489,23.62676278594788,340,53.8235294117647,22304090.890313018,20,10,25,3.0,2.0
123.00245292966872,0.19516774104949092,23.63910763812125,340,53.8235294117647,22300245.292966872,20,10,25,3.0,2.5
123.00245292966872,0.19516774104949092,23.63910763812125,340,53.8235294117647,22300245.292966872,20,10,25,3.0,3.0
132.19485219584644,0.22400486159138566,20.45388997085985,323,49.22600619195047,23219485.219584644,20,10,25,3.5,1.0
126.06219087853516,0.213352318321336,20.454245569675344,323,49.22600619195047,22606219.087853517,20,10,25,3.5,1.5
122.32474675728659,0.20606932644757442,20.45370236610157,323,49.22600619195047,22232474.67572866,20,10,25,3.5,2.0
122.2876836126373,0.20599015463439785,20.45418629042741,323,49.22600619195047,22228768.36126373,20,10,25,3.5,2.5
122.2876836126373,0.20599015463439785,20.45418629042741,323,49.22600619195047,22228768.36126373,20,10,25,3.5,3.0
83.02207705225538,0.12113532820671417,22.48667692840569,310,46.12903225806452,18302207.70522554,20,10,25,4.0,1.0
73.79453756037239,0.1013834292755449,22.602824154621718,310,46.12903225806452,17379453.75603724,20,10,25,4.0,1.5
70.3130595552003,0.09329312814184118,22.602824154621718,310,46.12903225806452,17031305.95552003,20,10,25,4.0,2.0
70.28711942449931,0.09323257702562678,22.602824154621718,310,46.12903225806452,17028711.94244993,20,10,25,4.0,2.5
70.28711942449931,0.09323257702562678,22.602824154621718,310,46.12903225806452,17028711.94244993,20,10,25,4.0,3.0
115.35864084109649,0.16275701379043925,28.89095311389459,296,42.9054054054054,21535864.08410965,20,10,25,5.0,1.0
108.34414886405676,0.15165884894247467,28.997371728847572,296,42.9054054054054,20834414.886405677,20,10,25,5.0,1.5
104.1446305989401,0.14508290606167784,28.997371728847572,296,42.9054054054054,20414463.05989401,20,10,25,5.0,2.0
104.11372955373868,0.14503591971223895,28.997371728847572,296,42.9054054054054,20411372.95537387,20,10,25,5.0,2.5
104.11372955373868,0.14503591971223895,28.997371728847572,296,42.9054054054054,20411372.95537387,20,10,25,5.0,3.0
84.44484825681373,0.13696041489176197,20.838013119105383,396,58.080808080808076,18444484.825681373,20,10,30,2.0,1.0
84.5778086280619,0.1353033918565529,20.848967945987845,396,58.080808080808076,18457780.86280619,20,10,30,2.0,1.5
82.74123147028129,0.13065073877243136,21.49809106650344,396,58.080808080808076,18274123.14702813,20,10,30,2.0,2.0
82.74123147028129,0.13065073877243136,21.49809106650344,396,58.080808080808076,18274123.14702813,20,10,30,2.0,2.5
82.74123147028129,0.13065073877243136,21.49809106650344,396,58.080808080808076,18274123.14702813,20,10,30,2.0,3.0
61.15818731600024,0.07137785383650073,27.131426848751804,373,54.95978552278821,16115818.731600024,20,10,30,2.5,1.0
57.586712727224196,0.06237298258477497,27.141417308964016,373,54.95978552278821,15758671.27272242,20,10,30,2.5,1.5
56.085937894846204,0.058627402492164506,27.141417308964016,373,54.95978552278821,15608593.78948462,20,10,30,2.5,2.0
56.085937894846204,0.058627402492164506,27.141417308964016,373,54.95978552278821,15608593.78948462,20,10,30,2.5,2.5
56.085937894846204,0.058627402492164506,27.141417308964016,373,54.95978552278821,15608593.78948462,20,10,30,2.5,3.0
106.83125111159451,0.16779598831298778,22.196206065650017,341,53.0791788856305,20683125.11115945,20,10,30,3.0,1.0
101.41834604736685,0.15571798937007744,23.556796158824998,341,53.0791788856305,20141834.604736686,20,10,30,3.0,1.5
98.18459166507351,0.14933776820814448,24.78301919479196,341,53.0791788856305,19818459.166507352,20,10,30,3.0,2.0
98.18459166507351,0.14933776820814448,24.78301919479196,341,53.0791788856305,19818459.166507352,20,10,30,3.0,2.5
98.18459166507351,0.14933776820814448,24.78301919479196,341,53.0791788856305,19818459.166507352,20,10,30,3.0,3.0
136.2096868510732,0.22739708882261686,19.731939937313978,324,48.76543209876543,23620968.68510732,20,10,30,3.5,1.0
132.73567865571135,0.22149218365912124,20.415916372968702,324,48.76543209876543,23273567.865571134,20,10,30,3.5,1.5
128.9153044412984,0.2146064723859728,20.415892970390818,324,48.76543209876543,22891530.44412984,20,10,30,3.5,2.0
128.9153044412984,0.2146064723859728,20.415892970390818,324,48.76543209876543,22891530.44412984,20,10,30,3.5,2.5
128.9153044412984,0.2146064723859728,20.415892970390818,324,48.76543209876543,22891530.44412984,20,10,30,3.5,3.0
101.78329892711841,0.1606940398514044,22.602824154621718,310,46.774193548387096,20178329.89271184,20,10,30,4.0,1.0
93.93065688073732,0.1452299251723269,22.602824154621718,310,46.774193548387096,19393065.688073732,20,10,30,4.0,1.5
90.3288375451741,0.13735851690686826,22.602824154621718,310,46.774193548387096,19032883.75451741,20,10,30,4.0,2.0
90.3288375451741,0.13735851690686826,22.602824154621718,310,46.774193548387096,19032883.75451741,20,10,30,4.0,2.5
90.3288375451741,0.13735851690686826,22.602824154621718,310,46.774193548387096,19032883.75451741,20,10,30,4.0,3.0
91.87553307735328,0.12758130157443637,32.022174933704235,296,42.22972972972973,19187553.307735328,20,10,30,5.0,1.0
86.08647422359225,0.11730538855631217,32.101198135258095,296,42.22972972972973,18608647.422359224,20,10,30,5.0,1.5
82.5974220454542,0.1110915875318424,32.101198135258095,296,42.22972972972973,18259742.20454542,20,10,30,5.0,2.0
82.5974220454542,0.1110915875318424,32.101198135258095,296,42.22972972972973,18259742.20454542,20,10,30,5.0,2.5
82.5974220454542,0.1110915875318424,32.101198135258095,296,42.22972972972973,18259742.20454542,20,10,30,5.0,3.0
109.88865776461374,0.19670115742758001,20.659201004519026,398,58.5427135678392,20988865.776461374,20,10,40,2.0,1.0
111.41948695914574,0.19712924309289498,20.659201004519026,398,58.5427135678392,21141948.695914574,20,10,40,2.0,1.5
109.2596950776906,0.19260058017111914,20.659201004519026,398,58.5427135678392,20925969.50776906,20,10,40,2.0,2.0
109.2596950776906,0.19260058017111914,20.659201004519026,398,58.5427135678392,20925969.50776906,20,10,40,2.0,2.5
109.2596950776906,0.19260058017111914,20.659201004519026,398,58.5427135678392,20925969.50776906,20,10,40,2.0,3.0
50.57100123812649,0.04400707404030043,26.6730788231691,369,54.74254742547425,15057100.12381265,20,10,40,2.5,1.0
46.9854428292254,0.034980362082114205,26.6730788231691,369,54.74254742547425,14698544.28292254,20,10,40,2.5,1.5
45.44750414753433,0.030992790102302128,26.6730788231691,369,54.74254742547425,14544750.414753433,20,10,40,2.5,2.0
45.44750414753433,0.030992790102302128,26.6730788231691,369,54.74254742547425,14544750.414753433,20,10,40,2.5,2.5
45.44750414753433,0.030992790102302128,26.6730788231691,369,54.74254742547425,14544750.414753433,20,10,40,2.5,3.0
99.16663490734965,0.16029952987078444,22.242810609340676,340,52.64705882352941,19916663.490734965,20,10,40,3.0,1.0
93.33210626953601,0.14728738848249606,23.854526232291324,340,52.64705882352941,19333210.6269536,20,10,40,3.0,1.5
90.24301577496205,0.14039766908409496,25.07108563257755,340,52.64705882352941,19024301.577496205,20,10,40,3.0,2.0
90.24301577496205,0.14039766908409496,25.07108563257755,340,52.64705882352941,19024301.577496205,20,10,40,3.0,2.5
90.24301577496205,0.14039766908409496,25.07108563257755,340,52.64705882352941,19024301.577496205,20,10,40,3.0,3.0
134.76697987894127,0.22330066462399245,18.460289254965513,325,48.92307692307693,23476697.987894125,20,10,40,3.5,1.0
132.15043446207795,0.21857615302706287,19.10601704285194,325,48.92307692307693,23215043.446207795,20,10,40,3.5,1.5
128.63038762993006,0.21230719875936074,19.10598554099633,325,48.92307692307693,22863038.762993004,20,10,40,3.5,2.0
128.63038762993006,0.21230719875936074,19.10598554099633,325,48.92307692307693,22863038.762993004,20,10,40,3.5,2.5
128.63038762993006,0.21230719875936074,19.10598554099633,325,48.92307692307693,22863038.762993004,20,10,40,3.5,3.0
139.92541965523543,0.21524951673064888,22.08426254648738,309,47.57281553398058,23992541.96552354,20,10,40,4.0,1.0
136.80374261182013,0.2103632439814401,22.08426254648738,309,47.57281553398058,23680374.261182014,20,10,40,4.0,1.5
133.21151130866838,0.20449764155806777,22.08426254648738,309,47.57281553398058,23321151.130866837,20,10,40,4.0,2.0
133.21151130866838,0.20449764155806777,22.08426254648738,309,47.57281553398058,23321151.130866837,20,10,40,4.0,2.5
133.21151130866838,0.20449764155806777,22.08426254648738,309,47.57281553398058,23321151.130866837,20,10,40,4.0,3.0
91.1541027633591,0.13059045933330124,32.101198135258095,295,43.050847457627114,19115410.27633591,20,10,40,5.0,1.0
86.06891746848218,0.12081577119600993,32.101198135258095,295,43.050847457627114,18606891.74684822,20,10,40,5.0,1.5
83.17237699450023,0.11527783590231282,32.101198135258095,295,43.050847457627114,18317237.699450023,20,10,40,5.0,2.0
83.17237699450023,0.11527783590231282,32.101198135258095,295,43.050847457627114,18317237.699450023,20,10,40,5.0,2.5
83.17237699450023,0.11527783590231282,32.101198135258095,295,43.050847457627114,18317237.699450023,20,10,40,5.0,3.0
130.41635614067303,0.20815428453822252,23.486965399503113,382,62.30366492146597,23041635.614067305,20,15,14,2.0,1.0
137.4954618436468,0.21591145056353545,23.81257652299953,382,62.30366492146597,23749546.18436468,20,15,14,2.0,1.5
142.3998224957991,0.22041235087823952,24.084859449768537,382,62.30366492146597,24239982.24957991,20,15,14,2.0,2.0
142.4324460311633,0.22044248057033716,24.084859449768537,382,62.30366492146597,24243244.60311633,20,15,14,2.0,2.5
142.4324460311633,0.22044248057033716,24.084859449768537,382,62.30366492146597,24243244.60311633,20,15,14,2.0,3.0
140.04746289912015,0.21321329935886685,26.115540467188108,351,58.97435897435898,24004746.289912015,20,15,14,2.5,1.0
138.30282177997142,0.20839206753649087,27.059329645596787,351,58.97435897435898,23830282.177997142,20,15,14,2.5,1.5
140.5786931930232,0.21044017661544176,27.319764992432315,351,58.97435897435898,24057869.31930232,20,15,14,2.5,2.0
140.6020348028594,0.21046391297116404,27.319764992432315,351,58.97435897435898,24060203.480285943,20,15,14,2.5,2.5
140.6020348028594,0.21046391297116404,27.319764992432315,351,58.97435897435898,24060203.480285943,20,15,14,2.5,3.0
250.13299967510795,0.36218210665504197,21.62167663929092,323,56.965944272445824,35013299.9675108,20,15,14,3.0,1.0
243.51403744301692,0.35605125826379325,22.073635814672052,323,56.965944272445824,34351403.74430169,20,15,14,3.0,1.5
248.38217570447148,0.36111861346960344,22.073635814672052,323,56.965944272445824,34838217.57044715,20,15,14,3.0,2.0
248.43748102886863,0.361169459080671,22.073635814672052,323,56.965944272445824,34843748.10288686,20,15,14,3.0,2.5
248.43748102886863,0.361169459080671,22.073635814672052,323,56.965944272445824,34843748.10288686,20,15,14,3.0,3.0
197.23888222977098,0.28216042217053255,23.964733314615625,298,52.013422818791945,29723888.222977098,20,15,14,3.5,1.0
199.14864717812998,0.27947176724607864,23.964721850452623,298,52.013422818791945,29914864.717812996,20,15,14,3.5,1.5
204.6288993646252,0.28427901469204286,23.964968769675153,298,52.013422818791945,30462889.93646252,20,15,14,3.5,2.0
204.6832179858382,0.2843284678513557,23.964805677818564,298,52.013422818791945,30468321.79858382,20,15,14,3.5,2.5
204.6832179858382,0.2843284678513557,23.964805677818564,298,52.013422818791945,30468321.79858382,20,15,14,3.5,3.0
182.58684450691106,0.26832480178949925,20.076399274495053,289,49.48096885813148,28258684.450691104,20,15,14,4.0,1.0
189.67876750661608,0.2737170146086828,20.569035562854122,289,49.48096885813148,28967876.750661608,20,15,14,4.0,1.5
189.17447762052672,0.2729321951585799,20.569035562854122,289,49.48096885813148,28917447.76205267,20,15,14,4.0,2.0
189.17386310746267,0.2729247583448373,20.569035562854122,289,49.48096885813148,28917386.310746267,20,15,14,4.0,2.5
189.17386310746267,0.2729247583448373,20.569035562854122,289,49.48096885813148,28917386.310746267,20,15,14,4.0,3.0
186.96696554254822,0.27063126394670967,26.116845534832557,267,46.441947565543074,28696696.554254822,20,15,14,5.0,1.0
181.21360515906025,0.2644171806610457,25.452345644712093,267,46.441947565543074,28121360.515906025,20,15,14,5.0,1.5
180.6556052802682,0.263831278957165,25.452345644712093,267,46.441947565543074,28065560.52802682,20,15,14,5.0,2.0
180.65484325092717,0.26382817207441944,25.452345644712093,267,46.441947565543074,28065484.325092718,20,15,14,5.0,2.5
180.65484325092717,0.26382817207441944,25.452345644712093,267,46.441947565543074,28065484.325092718,20,15,14,5.0,3.0
188.90108708526742,0.2810180570907287,23.487363845937168,383,63.44647519582245,28890108.70852674,20,15,20,2.0,1.0
199.27707543876383,0.28250816573391696,25.13369933067405,383,63.44647519582245,29927707.543876383,20,15,20,2.0,1.5
204.35154279795736,0.2826492840186438,25.13369933067405,383,63.44647519582245,30435154.279795736,20,15,20,2.0,2.0
204.45556167098914,0.28266401235380784,25.13369933067405,383,63.44647519582245,30445556.167098917,20,15,20,2.0,2.5
204.45556167098914,0.28266401235380784,25.13369933067405,383,63.44647519582245,30445556.167098917,20,15,20,2.0,3.0
164.94742277633844,0.24188870073273075,23.443768894931853,353,59.490084985835686,26494742.277633846,20,15,20,2.5,1.0
165.4621794376896,0.23894547826985496,24.76386608822747,353,59.490084985835686,26546217.94376896,20,15,20,2.5,1.5
168.0618671716515,0.24073166460251202,24.76386608822747,353,59.490084985835686,26806186.71716515,20,15,20,2.5,2.0
168.12681053517625,0.24078199926460295,24.76386608822747,353,59.490084985835686,26812681.053517625,20,15,20,2.5,2.5
168.12681053517625,0.24078199926460295,24.76386608822747,353,59.490084985835686,26812681.053517625,20,15,20,2.5,3.0
226.13053283853554,0.3133033870065373,23.386824719711417,324,57.71604938271605,32613053.283853553,20,15,20,3.0,1.0
221.40447737147656,0.3100207381594976,23.582628496137513,324,57.71604938271605,32140447.737147655,20,15,20,3.0,1.5
226.5478728777254,0.31495819883520165,23.582628496137513,324,57.71604938271605,32654787.28777254,20,15,20,3.0,2.0
226.67624684617942,0.31507557481382514,23.582628496137513,324,57.71604938271605,32667624.684617944,20,15,20,3.0,2.5
226.67624684617942,0.31507557481382514,23.582628496137513,324,57.71604938271605,32667624.684617944,20,15,20,3.0,3.0
203.66956562688836,0.31064691378956266,23.964641110218533,296,52.02702702702703,30366956.562688835,20,15,20,3.5,1.0
202.71216861896937,0.3082248811633049,23.964843624834433,296,52.02702702702703,30271216.861896936,20,15,20,3.5,1.5
208.3446683991474,0.3140494837219467,23.964814870885437,296,52.02702702702703,30834466.83991474,20,15,20,3.5,2.0
208.48515306202552,0.314191349459428,23.96461836381462,296,52.02702702702703,30848515.306202553,20,15,20,3.5,2.5
208.48515306202552,0.314191349459428,23.96461836381462,296,52.02702702702703,30848515.306202553,20,15,20,3.5,3.0
176.37420187872917,0.2770938219571542,22.93660767707909,288,49.65277777777778,27637420.187872916,20,15,20,4.0,1.0
169.30724756026655,0.2699600170540018,24.335228523233145,288,49.65277777777778,26930724.756026655,20,15,20,4.0,1.5
168.93958088723718,0.2692204502397908,24.335228523233145,288,49.65277777777778,26893958.08872372,20,15,20,4.0,2.0
168.9397418422462,0.2692006291827609,24.335228523233145,288,49.65277777777778,26893974.18422462,20,15,20,4.0,2.5
168.9397418422462,0.2692006291827609,24.335228523233145,288,49.65277777777778,26893974.18422462,20,15,20,4.0,3.0
198.26442227445108,0.2796951213271068,27.76134127932082,269,44.98141263940521,29826442.227445107,20,15,20,5.0,1.0
190.43559085712116,0.27270670405450176,27.704225320519008,269,44.98141263940521,29043559.085712116,20,15,20,5.0,1.5
190.0051659277636,0.27242777297410814,27.704225320519008,269,44.98141263940521,29000516.59277636,20,15,20,5.0,2.0
190.0074182331166,0.27242856595508497,27.704225320519008,269,44.98141263940521,29000741.82331166,20,15,20,5.0,2.5
190.0074182331166,0.27242856595508497,27.704225320519008,269,44.98141263940521,29000741.82331166,20,15,20,5.0,3.0
178.57801795135688,0.2669730082542497,26.352535875653285,382,63.61256544502618,27857801.795135688,20,15,25,2.0,1.0
193.6231979437998,0.27439682643498203,27.27655547469474,382,63.61256544502618,29362319.79437998,20,15,25,2.0,1.5
197.63004496150626,0.2743153555423954,27.27655547469474,382,63.61256544502618,29763004.496150624,20,15,25,2.0,2.0
197.6665676412801,0.2743196222576609,27.27655547469474,382,63.61256544502618,29766656.76412801,20,15,25,2.0,2.5
197.6665676412801,0.2743196222576609,27.27655547469474,382,63.61256544502618,29766656.76412801,20,15,25,2.0,3.0
136.81938140481714,0.2033347027649219,25.45242189522601,355,59.154929577464785,23681938.140481714,20,15,25,2.5,1.0
138.39848884027418,0.20371912250190435,26.282057072057757,355,59.154929577464785,23839848.884027418,20,15,25,2.5,1.5
140.20783928201166,0.20508224603074182,26.282057072057757,355,59.154929577464785,24020783.928201165,20,15,25,2.5,2.0
140.23699023862738,0.20511337705125698,26.282057072057757,355,59.154929577464785,24023699.02386274,20,15,25,2.5,2.5
140.23699023862738,0.20511337705125698,26.282057072057757,355,59.154929577464785,24023699.02386274,20,15,25,2.5,3.0
243.47813417831614,0.340031380103924,21.63970897285175,322,58.38509316770186,34347813.417831615,20,15,25,3.0,1.0
242.48413393534,0.34115833986006755,21.198548586450904,322,58.38509316770186,34248413.393534,20,15,25,3.0,1.5
247.34701423321545,0.3456453837623448,21.198698326999693,322,58.38509316770186,34734701.423321545,20,15,25,3.0,2.0
247.40283064847932,0.3456946317081485,21.198814055149253,322,58.38509316770186,34740283.06484793,20,15,25,3.0,2.5
247.40283064847932,0.3456946317081485,21.198814055149253,322,58.38509316770186,34740283.06484793,20,15,25,3.0,3.0
268.108438528118,0.37767451633013155,23.964475335398074,297,52.52525252525253,36810843.8528118,20,15,25,3.5,1.0
279.13205179057456,0.38535448802117067,23.964780242796632,297,52.52525252525253,37913205.17905746,20,15,25,3.5,1.5
286.04074062472995,0.39079052323038055,23.96467576150706,297,52.52525252525253,38604074.062473,20,15,25,3.5,2.0
286.10959678832234,0.3908438032060479,23.964912103761563,297,52.52525252525253,38610959.67883223,20,15,25,3.5,2.5
286.10959678832234,0.3908438032060479,23.964912103761563,297,52.52525252525253,38610959.67883223,20,15,25,3.5,3.0
174.58737943314313,0.2681577217540841,22.767617122235325,286,49.3006993006993,27458737.943314314,20,15,25,4.0,1.0
172.52629975819863,0.26642552492794563,23.51298298856635,286,49.3006993006993,27252629.975819863,20,15,25,4.0,1.5
172.77191800946233,0.2662505133380924,23.51298298856635,286,49.3006993006993,27277191.800946232,20,15,25,4.0,2.0
172.77557436856034,0.266246140087572,23.51298298856635,286,49.3006993006993,27277557.436856035,20,15,25,4.0,2.5
172.77557436856034,0.266246140087572,23.51298298856635,286,49.3006993006993,27277557.436856035,20,15,25,4.0,3.0
186.89176795929558,0.25753138191999775,28.30949279828018,270,44.81481481481481,28689176.79592956,20,15,25,5.0,1.0
186.68571589839723,0.25713999693161327,28.416724161096727,270,44.81481481481481,28668571.589839723,20,15,25,5.0,1.5
186.52463196540486,0.2565430353943862,28.416724161096727,270,44.81481481481481,28652463.196540486,20,15,25,5.0,2.0
186.52461422804285,0.2565359578481709,28.416724161096727,270,44.81481481481481,28652461.422804285,20,15,25,5.0,2.5
186.52461422804285,0.2565359578481709,28.416724161096727,270,44.81481481481481,28652461.422804285,20,15,25,5.0,3.0
169.4011158471113,0.28623528798492,26.25435150774982,382,63.35078534031413,26940111.58471113,20,15,30,2.0,1.0
189.95548564614487,0.30455302262065775,26.271195626006282,382,63.35078534031413,28995548.564614486,20,15,30,2.0,1.5
193.1781416631452,0.3052078722476722,26.271195626006282,382,63.35078534031413,29317814.16631452,20,15,30,2.0,2.0
